date,store_id,store_name,sku_id,product_name,buying_price,selling_price,units_sold,revenue,margin
2026-01-18,1565,中信城店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9557,24.9,1.0,22.0354,6.0797
2026-01-18,1565,中信城店,341383,八喜60G*6六合一牛奶冰淇淋,31.4159,29.9,2.0,52.9204,-9.9114
2026-01-18,1565,中信城店,140546,蒙牛随变75G*5香草味冰淇淋,12.3758,14.9,1.0,11.5575,-0.8183
2026-01-18,1509,南海家园店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,1.0,10.177,0.3363
2026-01-18,1509,南海家园店,816724,物美精选62gx10牛奶棒（鲜牛乳味）,14.3363,24.9,1.0,22.0354,7.6991
2026-01-18,1509,南海家园店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9558,24.9,2.0,41.1593,9.2478
2026-01-18,1509,南海家园店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,1.0,13.1858,5.6849
2026-01-18,1509,南海家园店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,1.0,5.3009,-4.2244
2026-01-18,1509,南海家园店,341383,八喜60G*6六合一牛奶冰淇淋,31.4159,29.9,3.0,77.77,-16.4777
2026-01-18,1509,南海家园店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,1.0,22.0354,-9.823
2026-01-18,1509,南海家园店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,4.0,51.9379,2.6635
2026-01-18,1332,和平新城店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,4.0,40.0177,0.6549
2026-01-18,1332,和平新城店,816724,物美精选62gx10牛奶棒（鲜牛乳味）,14.3363,24.9,2.0,44.0708,15.3982
2026-01-18,1332,和平新城店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9557,24.9,2.0,44.0708,12.1593
2026-01-18,1332,和平新城店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,4.0,38.8231,0.7218
2026-01-18,1332,和平新城店,341383,八喜60G*6六合一牛奶冰淇淋,31.4159,29.9,8.0,209.2125,-42.115
2026-01-18,1332,和平新城店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,2.0,52.9204,-10.7964
2026-01-18,1332,和平新城店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,3.0,38.6813,1.7255
2026-01-18,1301,西山枫林店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,1.0,10.177,0.3363
2026-01-17,2510,良乡时光汇店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,3.0,30.531,1.0089
2026-01-17,2510,良乡时光汇店,876525,和路雪梦龙256g香草味冰淇淋,28.3363,29.8,1.0,26.3717,-1.9646
2026-01-17,2510,良乡时光汇店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9558,24.9,5.0,106.9646,27.1858
2026-01-17,2510,良乡时光汇店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,1.0,13.1858,5.6849
2026-01-17,2510,良乡时光汇店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,7.0,66.7257,0.0485
2026-01-17,2510,良乡时光汇店,341383,八喜60G*6六合一牛奶冰淇淋,31.416,29.9,4.0,100.3186,-25.3452
2026-01-17,2510,良乡时光汇店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,4.0,51.9202,2.6458
2026-01-17,2352,丰台新业广场店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,2.0,19.354,-0.3274
2026-01-17,2352,丰台新业广场店,876525,和路雪梦龙256g香草味冰淇淋,28.3363,29.8,1.0,22.4602,-5.8761
2026-01-17,2352,丰台新业广场店,816724,物美精选62gx10牛奶棒（鲜牛乳味）,14.3363,24.9,1.0,22.0354,7.6991
2026-01-17,2352,丰台新业广场店,446145,伊利65G*6妙趣小雪生雪糕,9.5292,11.8,3.0,30.7346,2.147
2026-01-17,2352,丰台新业广场店,341383,八喜60G*6六合一牛奶冰淇淋,31.4159,29.9,2.0,51.4337,-11.3981
2026-01-17,2352,丰台新业广场店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,2.0,48.6549,-15.0619
2026-01-17,2246,朗清园店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,6.0,60.1416,1.0973
2026-01-17,2246,朗清园店,876525,和路雪梦龙256g香草味冰淇淋,28.3363,29.8,1.0,26.3717,-1.9646
2026-01-17,2246,朗清园店,816724,物美精选62gx10牛奶棒（鲜牛乳味）,14.3363,24.9,7.0,154.2478,53.8937
2026-01-17,2246,朗清园店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9557,24.9,7.0,152.5487,40.8585
2026-01-17,2246,朗清园店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,2.0,26.3716,11.3698
2026-01-17,2246,朗清园店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,14.0,124.5666,-8.7876
2026-01-17,2246,朗清园店,341383,八喜60G*6六合一牛奶冰淇淋,31.416,29.9,4.0,105.8408,-19.823
2026-01-17,2246,朗清园店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,1.0,26.4602,-5.3982
2026-01-17,2246,朗清园店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,2.0,25.7522,1.115
2026-01-17,1628,丽泽桥店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,2.0,20.354,0.6726
2026-01-17,1628,丽泽桥店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9558,24.9,2.0,42.5133,10.6018
2026-01-17,1628,丽泽桥店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,1.0,13.1858,5.6849
2026-01-17,1628,丽泽桥店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,3.0,21.177,-7.399
2026-01-17,1628,丽泽桥店,341383,八喜60G*6六合一牛奶冰淇淋,31.416,29.9,4.0,105.8408,-19.823
2026-01-17,1628,丽泽桥店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,4.0,104.1151,-23.3185
2026-01-17,1628,丽泽桥店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,2.0,26.3716,1.7344
2026-01-17,1565,中信城店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,2.0,26.3716,11.3698
2026-01-17,1565,中信城店,446145,伊利65G*6妙趣小雪生雪糕,9.5861,11.8,2.0,20.885,1.7127
2026-01-17,1565,中信城店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,2.0,52.9204,-10.7964
2026-01-17,1565,中信城店,140546,蒙牛随变75G*5香草味冰淇淋,12.3759,14.9,1.0,13.1858,0.8099
2026-01-17,1509,南海家园店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,1.0,9.7257,-0.115
2026-01-17,1509,南海家园店,876525,和路雪梦龙256g香草味冰淇淋,28.3362,29.8,2.0,51.7434,-4.9291
2026-01-17,1509,南海家园店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9557,24.9,4.0,88.1416,24.3186
2026-01-17,1509,南海家园店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,1.0,12.9646,5.4637
2026-01-17,1509,南海家园店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,12.0,91.1505,-23.1531
2026-01-17,1509,南海家园店,341383,八喜60G*6六合一牛奶冰淇淋,31.4159,29.9,4.0,101.7434,-23.9204
2026-01-17,1509,南海家园店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,3.0,71.7257,-23.8495
2026-01-17,1509,南海家园店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,2.0,25.4955,0.8583
2026-01-17,1332,和平新城店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,8.0,80.0178,1.2922
2026-01-17,1332,和平新城店,816724,物美精选62gx10牛奶棒（鲜牛乳味）,14.3363,24.9,4.0,87.1593,29.8142
2026-01-17,1332,和平新城店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9557,24.9,7.0,153.2655,41.5753
2026-01-17,1332,和平新城店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,1.0,13.1858,5.6849
2026-01-17,1332,和平新城店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,15.0,118.8674,-24.0121
2026-01-17,1332,和平新城店,341383,八喜60G*6六合一牛奶冰淇淋,31.4159,29.9,5.0,127.5842,-29.4953
2026-01-17,1332,和平新城店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,4.0,98.7788,-28.6548
2026-01-17,1332,和平新城店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,7.0,89.9468,3.7166
2026-01-17,1301,西山枫林店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,2.0,20.354,0.6726
2026-01-17,1301,西山枫林店,876525,和路雪梦龙256g香草味冰淇淋,28.3362,29.8,2.0,52.7434,-3.9291
2026-01-17,1301,西山枫林店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,4.0,52.7434,22.7398
2026-01-17,1301,西山枫林店,446145,伊利65G*6妙趣小雪生雪糕,9.537,11.8,1.0,10.4425,0.9055
2026-01-17,1301,西山枫林店,341383,八喜60G*6六合一牛奶冰淇淋,31.4159,29.9,1.0,26.4602,-4.9557
2026-01-17,1301,西山枫林店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,3.0,79.3806,-16.1946
2026-01-16,2510,良乡时光汇店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,1.0,10.177,0.3363
2026-01-16,2510,良乡时光汇店,816724,物美精选62gx10牛奶棒（鲜牛乳味）,14.3363,24.9,1.0,20.7965,6.4602
2026-01-16,2510,良乡时光汇店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9557,24.9,2.0,39.531,7.6195
2026-01-16,2510,良乡时光汇店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,1.0,13.1858,5.6849
2026-01-16,2510,良乡时光汇店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,7.0,61.8054,-4.8717
2026-01-16,2510,良乡时光汇店,341383,八喜60G*6六合一牛奶冰淇淋,31.4159,29.9,3.0,77.8939,-16.3538
2026-01-16,2510,良乡时光汇店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,2.0,52.9204,-10.7964
2026-01-16,2510,良乡时光汇店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,3.0,39.5574,2.6016
2026-01-16,2352,丰台新业广场店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,2.0,19.5044,-0.177
2026-01-16,2352,丰台新业广场店,876525,和路雪梦龙256g香草味冰淇淋,28.3363,29.8,7.0,169.4337,-28.9202
2026-01-16,2352,丰台新业广场店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9557,24.9,1.0,22.0354,6.0797
2026-01-16,2352,丰台新业广场店,446145,伊利65G*6妙趣小雪生雪糕,9.5292,11.8,2.0,19.7522,0.6938
2026-01-16,2352,丰台新业广场店,341383,八喜60G*6六合一牛奶冰淇淋,31.4159,29.9,2.0,51.0708,-11.761
2026-01-16,2352,丰台新业广场店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,1.0,26.4602,-5.3982
2026-01-16,2352,丰台新业广场店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,1.0,13.1858,0.8672
2026-01-16,2246,朗清园店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,1.0,10.177,0.3363
2026-01-16,2246,朗清园店,876525,和路雪梦龙256g香草味冰淇淋,28.3362,29.8,1.0,26.3717,-1.9645
2026-01-16,2246,朗清园店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9558,24.9,5.0,110.177,30.3982
2026-01-16,2246,朗清园店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,5.0,65.929,28.4245
2026-01-16,2246,朗清园店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,4.0,41.77,3.6688
2026-01-16,2246,朗清园店,341383,八喜60G*6六合一牛奶冰淇淋,31.4159,29.9,7.0,185.2214,-34.69
2026-01-16,2246,朗清园店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,3.0,39.5574,2.6016
2026-01-16,1628,丽泽桥店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,2.0,19.7699,0.0885
2026-01-16,1628,丽泽桥店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,4.0,52.7433,22.7397
2026-01-16,1628,丽泽桥店,772766,和路雪迷你梦龙170g松露+卡布基诺味冰淇淋,18.6018,19.9,1.0,17.6106,-0.9912
2026-01-16,1628,丽泽桥店,446145,伊利65G*6妙趣小雪生雪糕,9.5254,11.8,7.0,71.4957,4.8179
2026-01-16,1628,丽泽桥店,341383,八喜60G*6六合一牛奶冰淇淋,31.4159,29.9,3.0,79.1239,-15.1238
2026-01-16,1628,丽泽桥店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,3.0,77.8762,-17.6991
2026-01-16,1628,丽泽桥店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,1.0,13.1858,0.8672
2026-01-16,1565,中信城店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,2.0,20.354,0.6726
2026-01-16,1565,中信城店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9558,24.9,1.0,22.0354,6.0796
2026-01-16,1565,中信城店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,1.0,13.1858,5.6849
2026-01-16,1565,中信城店,446145,伊利65G*6妙趣小雪生雪糕,9.5861,11.8,4.0,40.4602,2.1156
2026-01-16,1565,中信城店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,1.0,25.5044,-6.354
2026-01-16,1509,南海家园店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,3.0,29.885,0.3629
2026-01-16,1509,南海家园店,876525,和路雪梦龙256g香草味冰淇淋,28.3362,29.8,1.0,26.3717,-1.9645
2026-01-16,1509,南海家园店,816724,物美精选62gx10牛奶棒（鲜牛乳味）,14.3363,24.9,1.0,22.0354,7.6991
2026-01-16,1509,南海家园店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9557,24.9,2.0,40.3717,8.4602
2026-01-16,1509,南海家园店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,3.0,26.416,-2.1599
2026-01-16,1509,南海家园店,341383,八喜60G*6六合一牛奶冰淇淋,31.4159,29.9,4.0,104.5664,-21.0972
2026-01-16,1332,和平新城店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,2.0,19.8053,0.1239
2026-01-16,1332,和平新城店,816724,物美精选62gx10牛奶棒（鲜牛乳味）,14.3363,24.9,8.0,171.2567,56.5663
2026-01-16,1332,和平新城店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9557,24.9,4.0,83.1151,19.2921
2026-01-16,1332,和平新城店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,3.0,14.8938,-7.6089
2026-01-16,1332,和平新城店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,2.0,20.885,1.8344
2026-01-16,1332,和平新城店,341383,八喜60G*6六合一牛奶冰淇淋,31.4159,29.9,3.0,79.3806,-14.8672
2026-01-16,1332,和平新城店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,1.0,26.4602,-5.3982
2026-01-16,1332,和平新城店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,2.0,14.0354,-10.6018
2026-01-16,1301,西山枫林店,876525,和路雪梦龙256g香草味冰淇淋,28.3363,29.8,1.0,26.3717,-1.9646
2026-01-16,1301,西山枫林店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,1.0,13.1858,5.6849
2026-01-16,1301,西山枫林店,446145,伊利65G*6妙趣小雪生雪糕,9.537,11.8,1.0,10.4425,0.9055
2026-01-16,1301,西山枫林店,341383,八喜60G*6六合一牛奶冰淇淋,31.4159,29.9,1.0,26.4602,-4.9557
2026-01-15,2510,良乡时光汇店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,3.0,30.0708,0.5487
2026-01-15,2510,良乡时光汇店,876525,和路雪梦龙256g香草味冰淇淋,28.3363,29.8,1.0,24.9292,-3.4071
2026-01-15,2510,良乡时光汇店,816724,物美精选62gx10牛奶棒（鲜牛乳味）,14.3363,24.9,1.0,19.5929,5.2566
2026-01-15,2510,良乡时光汇店,446145,伊利65G*6妙趣小雪生雪糕,9.5254,11.8,2.0,20.885,1.8342
2026-01-15,2510,良乡时光汇店,341383,八喜60G*6六合一牛奶冰淇淋,31.416,29.9,1.0,26.4602,-4.9558
2026-01-15,2510,良乡时光汇店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,3.0,79.3806,-16.1946
2026-01-15,2510,良乡时光汇店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,3.0,39.5574,2.6016
2026-01-15,2352,丰台新业广场店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,2.0,20.354,0.6726
2026-01-15,2352,丰台新业广场店,816724,物美精选62gx10牛奶棒（鲜牛乳味）,14.3362,24.9,1.0,22.0354,7.6992
2026-01-15,2352,丰台新业广场店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9558,24.9,1.0,22.0354,6.0796
2026-01-15,2352,丰台新业广场店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,2.0,26.3716,11.3698
2026-01-15,2352,丰台新业广场店,446145,伊利65G*6妙趣小雪生雪糕,9.5292,11.8,5.0,51.5576,3.9116
2026-01-15,2352,丰台新业广场店,341383,八喜60G*6六合一牛奶冰淇淋,31.416,29.9,2.0,52.9204,-9.9115
2026-01-15,2352,丰台新业广场店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,1.0,26.4602,-5.3982
2026-01-15,2352,丰台新业广场店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,3.0,39.5575,2.6017
2026-01-15,2246,朗清园店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,2.0,19.7788,0.0974
2026-01-15,2246,朗清园店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9557,24.9,3.0,64.8673,17.0001
2026-01-15,2246,朗清园店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,1.0,13.1858,5.6849
2026-01-15,2246,朗清园店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,8.0,82.124,5.9216
2026-01-15,2246,朗清园店,341383,八喜60G*6六合一牛奶冰淇淋,31.416,29.9,2.0,52.3275,-10.5044
2026-01-15,2246,朗清园店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,2.0,52.9204,-10.7964
2026-01-15,2246,朗清园店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,1.0,13.1858,0.8672
2026-01-15,1628,丽泽桥店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,2.0,19.6726,-0.0088
2026-01-15,1628,丽泽桥店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9557,24.9,2.0,44.0708,12.1593
2026-01-15,1628,丽泽桥店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,2.0,26.3716,11.3698
2026-01-15,1628,丽泽桥店,772766,和路雪迷你梦龙170g松露+卡布基诺味冰淇淋,18.6018,19.9,1.0,17.6106,-0.9912
2026-01-15,1628,丽泽桥店,446145,伊利65G*6妙趣小雪生雪糕,9.5257,11.8,9.0,73.6727,-12.0586
2026-01-15,1628,丽泽桥店,341383,八喜60G*6六合一牛奶冰淇淋,31.4159,29.9,1.0,9.5575,-21.8584
2026-01-15,1628,丽泽桥店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,3.0,79.3806,-16.1946
2026-01-15,1628,丽泽桥店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,3.0,39.5574,2.6016
2026-01-15,1565,中信城店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,1.0,10.177,0.3363
2026-01-15,1565,中信城店,816724,物美精选62gx10牛奶棒（鲜牛乳味）,14.3363,24.9,3.0,66.1062,23.0973
2026-01-15,1565,中信城店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,1.0,13.1858,5.6849
2026-01-15,1565,中信城店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,1.0,26.4602,-5.3982
2026-01-15,1509,南海家园店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,4.0,39.3717,0.0089
2026-01-15,1509,南海家园店,876525,和路雪梦龙256g香草味冰淇淋,28.3363,29.8,1.0,26.3717,-1.9646
2026-01-15,1509,南海家园店,816724,物美精选62gx10牛奶棒（鲜牛乳味）,14.3363,24.9,1.0,22.0354,7.6991
2026-01-15,1509,南海家园店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9558,24.9,2.0,45.9823,14.0708
2026-01-15,1509,南海家园店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,3.0,39.5574,17.0547
2026-01-15,1509,南海家园店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,8.0,75.2036,-0.9991
2026-01-15,1509,南海家园店,341383,八喜60G*6六合一牛奶冰淇淋,31.4159,29.9,1.0,26.4602,-4.9557
2026-01-15,1509,南海家园店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,3.0,76.708,-18.8673
2026-01-15,1509,南海家园店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,1.0,11.4071,-0.9115
2026-01-15,1332,和平新城店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,2.0,19.531,-0.1504
2026-01-15,1332,和平新城店,876525,和路雪梦龙256g香草味冰淇淋,28.3363,29.8,1.0,26.3717,-1.9646
2026-01-15,1332,和平新城店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9557,24.9,2.0,44.0708,12.1593
2026-01-15,1332,和平新城店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,6.0,55.4071,-1.7447
2026-01-15,1332,和平新城店,341383,八喜60G*6六合一牛奶冰淇淋,31.416,29.9,1.0,25.3186,-6.0974
2026-01-15,1332,和平新城店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,9.0,221.0089,-65.7169
2026-01-15,1332,和平新城店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,5.0,63.5752,1.9822
2026-01-15,1301,西山枫林店,876525,和路雪梦龙256g香草味冰淇淋,28.3363,29.8,2.0,49.3629,-7.3097
2026-01-15,1301,西山枫林店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,1.0,13.1858,5.6849
2026-01-15,1301,西山枫林店,446145,伊利65G*6妙趣小雪生雪糕,9.5371,11.8,2.0,20.885,1.8109
2026-01-15,1301,西山枫林店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,3.0,79.3806,-16.1946
2026-01-15,1301,西山枫林店,140546,蒙牛随变75G*5香草味冰淇淋,12.3433,14.9,1.0,13.1858,0.8425
2026-01-14,2510,良乡时光汇店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,4.0,40.708,1.3452
2026-01-14,2510,良乡时光汇店,876525,和路雪梦龙256g香草味冰淇淋,28.3363,29.8,2.0,49.8407,-6.8319
2026-01-14,2510,良乡时光汇店,816724,物美精选62gx10牛奶棒（鲜牛乳味）,14.3363,24.9,1.0,22.0354,7.6991
2026-01-14,2510,良乡时光汇店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9557,24.9,1.0,22.0354,6.0797
2026-01-14,2510,良乡时光汇店,446145,伊利65G*6妙趣小雪生雪糕,9.5254,11.8,6.0,43.0797,-14.0726
2026-01-14,2510,良乡时光汇店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,1.0,26.4602,-5.3982
2026-01-14,2510,良乡时光汇店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,1.0,13.1858,0.8672
2026-01-14,2352,丰台新业广场店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,1.0,10.177,0.3363
2026-01-14,2352,丰台新业广场店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,3.0,39.5574,17.0547
2026-01-14,2352,丰台新业广场店,446145,伊利65G*6妙趣小雪生雪糕,9.5292,11.8,4.0,41.77,3.6532
2026-01-14,2352,丰台新业广场店,341383,八喜60G*6六合一牛奶冰淇淋,31.416,29.9,2.0,52.9204,-9.9115
2026-01-14,2352,丰台新业广场店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,1.0,13.1858,0.8672
2026-01-14,2246,朗清园店,816724,物美精选62gx10牛奶棒（鲜牛乳味）,14.3363,24.9,1.0,22.0354,7.6991
2026-01-14,2246,朗清园店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9557,24.9,2.0,39.8938,7.9823
2026-01-14,2246,朗清园店,784810,伊利70g*5苦咖啡雪糕,7.5009,14.9,1.0,13.1858,5.6849
2026-01-14,2246,朗清园店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,4.0,26.5398,-11.5614
2026-01-14,2246,朗清园店,341383,八喜60G*6六合一牛奶冰淇淋,31.416,29.9,1.0,23.0354,-8.3806
2026-01-14,2246,朗清园店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,1.0,26.4602,-5.3982
2026-01-14,2246,朗清园店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,1.0,13.1858,0.8672
2026-01-14,1628,丽泽桥店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,1.0,10.177,0.3363
2026-01-14,1628,丽泽桥店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9558,24.9,1.0,22.0354,6.0796
2026-01-14,1628,丽泽桥店,446145,伊利65G*6妙趣小雪生雪糕,9.5257,11.8,4.0,36.1948,-1.908
2026-01-14,1628,丽泽桥店,341383,八喜60G*6六合一牛奶冰淇淋,31.4159,29.9,3.0,75.8408,-18.407
2026-01-14,1628,丽泽桥店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,3.0,75.8408,-19.7344
2026-01-14,1628,丽泽桥店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,2.0,25.584,0.9468
2026-01-14,1509,南海家园店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,4.0,39.1416,-0.2212
2026-01-14,1509,南海家园店,876525,和路雪梦龙256g香草味冰淇淋,28.3362,29.8,2.0,52.7434,-3.9291
2026-01-14,1509,南海家园店,816724,物美精选62gx10牛奶棒（鲜牛乳味）,14.3363,24.9,5.0,109.1947,37.5133
2026-01-14,1509,南海家园店,816723,物美精选62gx10生巧雪糕（巧克力味雪糕）,15.9557,24.9,3.0,65.1239,17.2567
2026-01-14,1509,南海家园店,446145,伊利65G*6妙趣小雪生雪糕,9.5253,11.8,10.0,93.2126,-2.0405
2026-01-14,1509,南海家园店,341383,八喜60G*6六合一牛奶冰淇淋,31.416,29.9,2.0,51.5752,-11.2567
2026-01-14,1509,南海家园店,143522,八喜550g巧克力冰淇淋,31.8584,29.9,1.0,26.4602,-5.3982
2026-01-14,1509,南海家园店,140546,蒙牛随变75G*5香草味冰淇淋,12.3186,14.9,2.0,25.7787,1.1415
2026-01-14,1332,和平新城店,973507,北冰洋90g*5鸳鸯双棒雪糕,9.8407,11.5,2.0,19.9027,0.2213
2026-01-14,1332,和平新城店,876525,和路雪梦龙256g香草味冰淇淋,28.3363,29.8,2.0,52.7434,-3.9292
